time,ref_freq,est_freq,confidence
0.0,0.0,0.0,0.066
0.001,0.0,0.0,0.07
0.002,0.0,0.0,0.074
0.003,0.0,0.0,0.068
0.004,0.0,0.0,0.062
0.005,0.0,0.0,0.066
0.006,0.0,0.0,0.066
0.007,0.0,0.0,0.058
0.008,0.0,0.0,0.056
0.009,0.0,0.0,0.055
0.01,0.0,0.0,0.05
0.011,0.0,0.0,0.043
0.012,0.0,0.0,0.04
0.013,0.0,0.0,0.039
0.014,0.0,0.0,0.04
0.015,0.0,0.0,0.034
0.016,495.28730602040815,0.0,0.027
0.017,495.28730602040815,0.0,0.024
0.018,495.28730602040815,0.0,0.022
0.019,495.28730602040815,0.0,0.018
0.02,495.28730602040815,0.0,0.016
0.021,495.28730602040815,0.0,0.015
0.022,495.28730602040815,0.0,0.014
0.023,495.28730602040815,0.0,0.014
0.024,495.28730602040815,0.0,0.012
0.025,495.28730602040815,0.0,0.011
0.026,495.28730602040815,0.0,0.011
0.027,495.28730602040815,0.0,0.009
0.028,495.28730602040815,0.0,0.009
0.029,495.28730602040815,0.0,0.009
0.03,495.28730602040815,0.0,0.009
0.031,495.28730602040815,0.0,0.008
0.032,495.28730602040815,0.0,0.008
0.033,495.28730602040815,0.0,0.008
0.034,495.28730602040815,0.0,0.008
0.035,495.28730602040815,0.0,0.009
0.036,495.28730602040815,0.0,0.009
0.037,495.28730602040815,0.0,0.009
0.038,495.28730602040815,0.0,0.009
0.039,495.28730602040815,0.0,0.01
0.04,495.28730602040815,0.0,0.012
0.041,495.28730602040815,0.0,0.011
0.042,495.28730602040815,0.0,0.011
0.043,495.28730602040815,0.0,0.011
0.044,495.28730602040815,0.0,0.012
0.045,495.28730602040815,0.0,0.012
0.046,495.28730602040815,0.0,0.013
0.047,495.28730602040815,0.0,0.012
0.048,495.28730602040815,0.0,0.012
0.049,495.28730602040815,0.0,0.013
0.05,495.28730602040815,0.0,0.014
0.051,495.28730602040815,0.0,0.015
0.052,495.28730602040815,0.0,0.015
0.053,495.28730602040815,0.0,0.016
0.054,495.28730602040815,0.0,0.018
0.055,495.28730602040815,0.0,0.02
0.056,495.28730602040815,0.0,0.023
0.057,495.28730602040815,0.0,0.023
0.058,495.28730602040815,0.0,0.024
0.059,495.28730602040815,0.0,0.026
0.06,495.28730602040815,0.0,0.028
0.061,495.28730602040815,0.0,0.03
0.062,495.28730602040815,0.0,0.03
0.063,495.28730602040815,0.0,0.031
0.064,495.28730602040815,0.0,0.033
0.065,495.28730602040815,0.0,0.037
0.066,495.28730602040815,0.0,0.042
0.067,495.28730602040815,0.0,0.042
0.068,495.28730602040815,0.0,0.041
0.069,495.28730602040815,0.0,0.043
0.07,495.28730602040815,0.0,0.045
0.071,495.28730602040815,0.0,0.05
0.072,495.28730602040815,0.0,0.053
0.073,495.28730602040815,0.0,0.054
0.074,495.28730602040815,0.0,0.058
0.075,495.28730602040815,0.0,0.062
0.076,495.28730602040815,0.0,0.067
0.077,495.28730602040815,0.0,0.07
0.078,495.28730602040815,0.0,0.07
0.079,495.28730602040815,0.0,0.069
0.08,495.28730602040815,0.0,0.069
0.081,495.28730602040815,0.0,0.072
0.082,495.28730602040815,0.0,0.076
0.083,495.28730602040815,0.0,0.076
0.084,495.28730602040815,0.0,0.074
0.085,495.28730602040815,0.0,0.072
0.086,495.28730602040815,0.0,0.071
0.087,495.28730602040815,0.0,0.069
0.088,495.28730602040815,0.0,0.068
0.089,495.28730602040815,0.0,0.068
0.09,495.28730602040815,0.0,0.068
0.091,495.28730602040815,0.0,0.071
0.092,495.28730602040815,0.0,0.073
0.093,495.28730602040815,0.0,0.073
0.094,495.28730602040815,0.0,0.071
0.095,495.28730602040815,0.0,0.071
0.096,495.28730602040815,0.0,0.076
0.097,495.28730602040815,0.0,0.082
0.098,495.28730602040815,0.0,0.085
0.099,495.28730602040815,0.0,0.093
0.1,495.28730602040815,0.0,0.103
0.101,495.28730602040815,0.0,0.107
0.102,495.28730602040815,0.0,0.115
0.103,495.28730602040815,0.0,0.13
0.104,495.28730602040815,0.0,0.138
0.105,495.28730602040815,0.0,0.144
0.106,495.28730602040815,0.0,0.153
0.107,495.28730602040815,0.0,0.156
0.108,495.28730602040815,0.0,0.162
0.109,495.28730602040815,0.0,0.171
0.11,495.28730602040815,0.0,0.172
0.111,495.28730602040815,0.0,0.173
0.112,495.28730602040815,0.0,0.176
0.113,495.28730602040815,0.0,0.174
0.114,495.28730602040815,0.0,0.171
0.115,495.28730602040815,0.0,0.164
0.116,495.28730602040815,0.0,0.16
0.117,495.28730602040815,0.0,0.158
0.118,495.28730602040815,0.0,0.152
0.119,495.28730602040815,0.0,0.139
0.12,495.28730602040815,0.0,0.132
0.121,495.28730602040815,0.0,0.133
0.122,495.28730602040815,0.0,0.136
0.123,495.28730602040815,0.0,0.135
0.124,495.28730602040815,0.0,0.143
0.125,495.28730602040815,0.0,0.152
0.126,495.28730602040815,0.0,0.16
0.127,495.28730602040815,0.0,0.173
0.128,495.28730602040815,0.0,0.188
0.129,495.28730602040815,0.0,0.201
0.13,495.28730602040815,0.0,0.228
0.131,495.28730602040815,0.0,0.246
0.132,495.28730602040815,0.0,0.253
0.133,495.28730602040815,0.0,0.272
0.134,495.28730602040815,0.0,0.29
0.135,495.28730602040815,0.0,0.292
0.136,495.28730602040815,0.0,0.288
0.137,495.28730602040815,0.0,0.289
0.138,495.28730602040815,0.0,0.286
0.139,495.28730602040815,0.0,0.276
0.14,495.28730602040815,0.0,0.259
0.141,495.28730602040815,0.0,0.244
0.142,495.28730602040815,0.0,0.226
0.143,495.28730602040815,0.0,0.21
0.144,495.28730602040815,0.0,0.191
0.145,495.28730602040815,0.0,0.171
0.146,495.28730602040815,0.0,0.142
0.147,495.28730602040815,0.0,0.116
0.148,495.28730602040815,0.0,0.102
0.149,495.28730602040815,0.0,0.087
0.15,495.28730602040815,0.0,0.074
0.151,495.28730602040815,0.0,0.07
0.152,495.28730602040815,0.0,0.06
0.153,495.28730602040815,0.0,0.052
0.154,495.28730602040815,0.0,0.055
0.155,495.28730602040815,0.0,0.054
0.156,495.28730602040815,0.0,0.05
0.157,495.28730602040815,0.0,0.05
0.158,495.28730602040815,0.0,0.049
0.159,495.28730602040815,0.0,0.043
0.16,495.28730602040815,0.0,0.043
0.161,495.28730602040815,0.0,0.042
0.162,495.28730602040815,0.0,0.038
0.163,495.28730602040815,0.0,0.038
0.164,495.28730602040815,0.0,0.04
0.165,495.28730602040815,0.0,0.04
0.166,495.28730602040815,0.0,0.039
0.167,495.28730602040815,0.0,0.042
0.168,495.28730602040815,0.0,0.044
0.169,495.28730602040815,0.0,0.043
0.17,495.28730602040815,0.0,0.042
0.171,495.28730602040815,0.0,0.041
0.172,495.28730602040815,0.0,0.041
0.173,495.28730602040815,0.0,0.043
0.174,495.28730602040815,0.0,0.042
0.175,495.28730602040815,0.0,0.04
0.176,495.28730602040815,0.0,0.04
0.177,495.28730602040815,0.0,0.04
0.178,495.28730602040815,0.0,0.04
0.179,495.28730602040815,0.0,0.042
0.18,495.28730602040815,0.0,0.04
0.181,495.28730602040815,0.0,0.039
0.182,495.28730602040815,0.0,0.04
0.183,495.28730602040815,0.0,0.041
0.184,495.28730602040815,0.0,0.044
0.185,495.28730602040815,0.0,0.045
0.186,495.28730602040815,0.0,0.044
0.187,495.28730602040815,0.0,0.045
0.188,495.28730602040815,0.0,0.047
0.189,495.28730602040815,0.0,0.049
0.19,495.28730602040815,0.0,0.052
0.191,495.28730602040815,0.0,0.051
0.192,495.28730602040815,0.0,0.05
0.193,495.28730602040815,0.0,0.052
0.194,495.28730602040815,0.0,0.051
0.195,495.28730602040815,0.0,0.05
0.196,495.28730602040815,0.0,0.048
0.197,495.28730602040815,0.0,0.045
0.198,495.28730602040815,0.0,0.044
0.199,495.28730602040815,0.0,0.048
0.2,495.28730602040815,0.0,0.046
0.201,495.28730602040815,0.0,0.041
0.202,495.28730602040815,0.0,0.038
0.203,495.28730602040815,0.0,0.035
0.204,495.28730602040815,0.0,0.034
0.205,495.28730602040815,0.0,0.033
0.206,495.28730602040815,0.0,0.033
0.207,495.28730602040815,0.0,0.031
0.208,495.28730602040815,0.0,0.029
0.209,495.28730602040815,0.0,0.028
0.21,495.28730602040815,0.0,0.027
0.211,661.1285261479593,0.0,0.026
0.212,661.1285261479593,0.0,0.026
0.213,661.1285261479593,0.0,0.026
0.214,661.1285261479593,0.0,0.026
0.215,661.1285261479593,0.0,0.026
0.216,661.1285261479593,0.0,0.025
0.217,661.1285261479593,0.0,0.024
0.218,661.1285261479593,0.0,0.026
0.219,661.1285261479593,0.0,0.026
0.22,661.1285261479593,0.0,0.026
0.221,661.1285261479593,0.0,0.025
0.222,661.1285261479593,0.0,0.025
0.223,661.1285261479593,0.0,0.025
0.224,661.1285261479593,0.0,0.025
0.225,661.1285261479593,0.0,0.024
0.226,661.1285261479593,0.0,0.025
0.227,661.1285261479593,0.0,0.026
0.228,661.1285261479593,0.0,0.025
0.229,661.1285261479593,0.0,0.025
0.23,661.1285261479593,0.0,0.025
0.231,661.1285261479593,0.0,0.025
0.232,661.1285261479593,0.0,0.024
0.233,661.1285261479593,0.0,0.023
0.234,661.1285261479593,0.0,0.023
0.235,661.1285261479593,0.0,0.023
0.236,661.1285261479593,0.0,0.022
0.237,661.1285261479593,0.0,0.022
0.238,661.1285261479593,0.0,0.021
0.239,661.1285261479593,0.0,0.021
0.24,661.1285261479593,0.0,0.02
0.241,661.1285261479593,0.0,0.018
0.242,661.1285261479593,0.0,0.017
0.243,661.1285261479593,0.0,0.017
0.244,661.1285261479593,0.0,0.017
0.245,661.1285261479593,0.0,0.016
0.246,661.1285261479593,0.0,0.015
0.247,661.1285261479593,0.0,0.015
0.248,661.1285261479593,0.0,0.014
0.249,661.1285261479593,0.0,0.014
0.25,661.1285261479593,0.0,0.014
0.251,661.1285261479593,0.0,0.014
0.252,661.1285261479593,0.0,0.014
0.253,661.1285261479593,0.0,0.014
0.254,661.1285261479593,0.0,0.014
0.255,661.1285261479593,0.0,0.013
0.256,661.1285261479593,0.0,0.013
0.257,661.1285261479593,0.0,0.014
0.258,661.1285261479593,0.0,0.014
0.259,661.1285261479593,0.0,0.013
0.26,661.1285261479593,0.0,0.013
0.261,661.1285261479593,0.0,0.013
0.262,661.1285261479593,0.0,0.013
0.263,661.1285261479593,0.0,0.013
0.264,661.1285261479593,0.0,0.013
0.265,661.1285261479593,0.0,0.012
0.266,661.1285261479593,0.0,0.012
0.267,661.1285261479593,0.0,0.012
0.268,661.1285261479593,0.0,0.012
0.269,661.1285261479593,0.0,0.012
0.27,661.1285261479593,0.0,0.012
0.271,661.1285261479593,0.0,0.011
0.272,661.1285261479593,0.0,0.011
0.273,661.1285261479593,0.0,0.011
0.274,661.1285261479593,0.0,0.011
0.275,661.1285261479593,0.0,0.012
0.276,661.1285261479593,0.0,0.011
0.277,661.1285261479593,0.0,0.011
0.278,661.1285261479593,0.0,0.011
0.279,661.1285261479593,0.0,0.011
0.28,661.1285261479593,0.0,0.011
0.281,661.1285261479593,0.0,0.012
0.282,661.1285261479593,0.0,0.012
0.283,661.1285261479593,0.0,0.012
0.284,661.1285261479593,0.0,0.012
0.285,661.1285261479593,0.0,0.013
0.286,661.1285261479593,0.0,0.012
0.287,661.1285261479593,0.0,0.012
0.288,661.1285261479593,0.0,0.013
0.289,661.1285261479593,0.0,0.012
0.29,661.1285261479593,0.0,0.012
0.291,661.1285261479593,0.0,0.012
0.292,661.1285261479593,0.0,0.012
0.293,661.1285261479593,0.0,0.011
0.294,661.1285261479593,0.0,0.011
0.295,661.1285261479593,0.0,0.011
0.296,661.1285261479593,0.0,0.01
0.297,661.1285261479593,0.0,0.01
0.298,661.1285261479593,0.0,0.01
0.299,661.1285261479593,0.0,0.01
0.3,661.1285261479593,0.0,0.009
0.301,661.1285261479593,0.0,0.009
0.302,661.1285261479593,0.0,0.009
0.303,661.1285261479593,0.0,0.009
0.304,661.1285261479593,0.0,0.009
0.305,661.1285261479593,0.0,0.008
0.306,661.1285261479593,0.0,0.008
0.307,661.1285261479593,0.0,0.008
0.308,661.1285261479593,0.0,0.007
0.309,661.1285261479593,0.0,0.007
0.31,661.1285261479593,0.0,0.007
0.311,661.1285261479593,0.0,0.006
0.312,661.1285261479593,0.0,0.006
0.313,661.1285261479593,0.0,0.006
0.314,661.1285261479593,0.0,0.006
0.315,661.1285261479593,0.0,0.006
0.316,661.1285261479593,0.0,0.006
0.317,661.1285261479593,0.0,0.005
0.318,661.1285261479593,0.0,0.005
0.319,661.1285261479593,0.0,0.005
0.32,661.1285261479593,0.0,0.005
0.321,661.1285261479593,0.0,0.004
0.322,661.1285261479593,0.0,0.004
0.323,661.1285261479593,0.0,0.004
0.324,661.1285261479593,0.0,0.004
0.325,661.1285261479593,0.0,0.004
0.326,661.1285261479593,0.0,0.004
0.327,661.1285261479593,0.0,0.004
0.328,661.1285261479593,0.0,0.004
0.329,661.1285261479593,0.0,0.003
0.33,661.1285261479593,0.0,0.003
0.331,661.1285261479593,0.0,0.003
0.332,661.1285261479593,0.0,0.003
0.333,661.1285261479593,0.0,0.003
0.334,661.1285261479593,0.0,0.003
0.335,661.1285261479593,0.0,0.003
0.336,661.1285261479593,0.0,0.003
0.337,661.1285261479593,0.0,0.003
0.338,661.1285261479593,0.0,0.003
0.339,661.1285261479593,0.0,0.003
0.34,661.1285261479593,0.0,0.003
0.341,661.1285261479593,0.0,0.003
0.342,661.1285261479593,0.0,0.004
0.343,661.1285261479593,0.0,0.004
0.344,661.1285261479593,0.0,0.004
0.345,661.1285261479593,0.0,0.004
0.346,661.1285261479593,0.0,0.004
0.347,661.1285261479593,0.0,0.004
0.348,661.1285261479593,0.0,0.004
0.349,661.1285261479593,0.0,0.004
0.35,661.1285261479593,0.0,0.004
0.351,661.1285261479593,0.0,0.004
0.352,661.1285261479593,0.0,0.004
0.353,661.1285261479593,0.0,0.004
0.354,661.1285261479593,0.0,0.003
0.355,661.1285261479593,0.0,0.003
0.356,661.1285261479593,0.0,0.003
0.357,661.1285261479593,0.0,0.003
0.358,661.1285261479593,0.0,0.003
0.359,661.1285261479593,0.0,0.003
0.36,661.1285261479593,0.0,0.004
0.361,661.1285261479593,0.0,0.004
0.362,661.1285261479593,0.0,0.004
0.363,661.1285261479593,0.0,0.004
0.364,661.1285261479593,0.0,0.004
0.365,661.1285261479593,0.0,0.004
0.366,661.1285261479593,0.0,0.004
0.367,661.1285261479593,0.0,0.004
0.368,661.1285261479593,0.0,0.004
0.369,661.1285261479593,0.0,0.004
0.37,661.1285261479593,0.0,0.004
0.371,661.1285261479593,0.0,0.003
0.372,624.0230950255102,0.0,0.003
0.373,624.0230950255102,0.0,0.003
0.374,624.0230950255102,0.0,0.003
0.375,624.0230950255102,0.0,0.003
0.376,624.0230950255102,0.0,0.003
0.377,624.0230950255102,0.0,0.003
0.378,624.0230950255102,0.0,0.003
0.379,624.0230950255102,0.0,0.003
0.38,624.0230950255102,0.0,0.003
0.381,624.0230950255102,0.0,0.003
0.382,624.0230950255102,0.0,0.003
0.383,624.0230950255102,0.0,0.003
0.384,624.0230950255102,0.0,0.003
0.385,624.0230950255102,0.0,0.003
0.386,624.0230950255102,0.0,0.003
0.387,624.0230950255102,0.0,0.004
0.388,624.0230950255102,0.0,0.004
0.389,624.0230950255102,0.0,0.004
0.39,624.0230950255102,0.0,0.005
0.391,624.0230950255102,0.0,0.005
0.392,624.0230950255102,0.0,0.006
0.393,624.0230950255102,0.0,0.007
0.394,624.0230950255102,0.0,0.009
0.395,624.0230950255102,0.0,0.009
0.396,624.0230950255102,0.0,0.01
0.397,624.0230950255102,0.0,0.011
0.398,624.0230950255102,0.0,0.011
0.399,624.0230950255102,0.0,0.012
0.4,624.0230950255102,0.0,0.013
0.401,624.0230950255102,0.0,0.014
0.402,624.0230950255102,0.0,0.014
0.403,624.0230950255102,0.0,0.013
0.404,624.0230950255102,0.0,0.013
0.405,624.0230950255102,0.0,0.013
0.406,624.0230950255102,0.0,0.013
0.407,624.0230950255102,0.0,0.014
0.408,624.0230950255102,0.0,0.015
0.409,624.0230950255102,0.0,0.016
0.41,624.0230950255102,0.0,0.016
0.411,624.0230950255102,0.0,0.016
0.412,624.0230950255102,0.0,0.016
0.413,624.0230950255102,0.0,0.016
0.414,624.0230950255102,0.0,0.016
0.415,624.0230950255102,0.0,0.015
0.416,624.0230950255102,0.0,0.015
0.417,624.0230950255102,0.0,0.014
0.418,624.0230950255102,0.0,0.012
0.419,624.0230950255102,0.0,0.011
0.42,624.0230950255102,0.0,0.01
0.421,624.0230950255102,0.0,0.01
0.422,624.0230950255102,0.0,0.01
0.423,624.0230950255102,0.0,0.009
0.424,624.0230950255102,0.0,0.009
0.425,624.0230950255102,0.0,0.009
0.426,624.0230950255102,0.0,0.009
0.427,624.0230950255102,0.0,0.007
