0.000   688.659   0.297
0.001   688.028   0.318
0.002   687.331   0.339
0.003   686.543   0.364
0.004   685.711   0.391
0.005   684.889   0.414
0.006   681.801   0.437
0.007   681.081   0.463
0.008   680.393   0.485
0.009   679.729   0.508
0.010   679.013   0.522
0.011   678.266   0.504
0.012   677.581   0.475
0.013   676.908   0.457
0.014   672.735   0.449
0.015   672.182   0.459
0.016   671.628   0.449
0.017   671.013   0.444
0.018   670.470   0.446
0.019   669.928   0.438
0.020   668.162   0.424
0.021   667.720   0.407
0.022   665.927   0.408
0.023   666.946   0.407
0.024   666.568   0.406
0.025   665.025   0.405
0.026   664.818   0.401
0.027   664.633   0.398
0.028   664.515   0.393
0.029   664.512   0.390
0.030   664.525   0.388
0.031   664.495   0.389
0.032   664.529   0.388
0.033   664.651   0.382
0.034   664.844   0.376
0.035   665.001   0.373
0.036   665.936   0.382
0.037   666.088   0.389
0.038   666.292   0.393
0.039   666.488   0.404
0.040   666.677   0.420
0.041   666.882   0.439
0.042   667.036   0.451
0.043   667.186   0.467
0.044   667.435   0.484
0.045   667.700   0.502
0.046   667.861   0.514
0.047   667.965   0.523
0.048   668.102   0.528
0.049   668.256   0.530
0.050   668.347   0.532
0.051   668.431   0.536
0.052   668.551   0.538
0.053   668.660   0.539
0.054   668.718   0.540
0.055   668.777   0.540
0.056   668.871   0.539
0.057   668.898   0.539
0.058   668.882   0.541
0.059   668.848   0.545
0.060   668.792   0.548
0.061   668.714   0.543
0.062   668.607   0.531
0.063   668.457   0.525
0.064   666.622   0.517
0.065   666.252   0.517
0.066   665.950   0.513
0.067   665.625   0.504
0.068   665.196   0.492
0.069   664.670   0.490
0.070   664.140   0.485
0.071   663.633   0.465
0.072   663.130   0.437
0.073   662.541   0.406
0.074   661.899   0.388
0.075   661.235   0.378
0.076   660.627   0.366
0.077   657.584   0.352
0.078   656.939   0.345
0.079   656.300   0.341
0.080   655.664   0.338
0.081   655.108   0.335
0.082   654.692   0.339
0.083   654.322   0.343
0.084   653.914   0.346
0.085   653.645   0.351
0.086   653.538   0.358
0.087   644.130   0.361
0.088   643.861   0.373
